gene_id	matrix_name	transcripts_id	gene_type	is_detected
G10082	G10082	SmLNCS118816-IBu	lncRNA	False
G10088	G10088	SmLNCA118827-IBu	lncRNA	True
G10091	G10091	SmLINC118834-IBu	lncRNA	False
G10099	G10099	SmLINC118843-IBu	lncRNA	True
G10107	G10107	SmLINC118856-IBu	lncRNA	True
G10107	G10107	SmLINC118854-IBu	lncRNA	True
G10108	G10108	SmLINC118857-IBu	lncRNA	True
G10109	G10109	SmLINC118858-IBu	lncRNA	True
G1011	G1011	SmLINC101734-IBu	lncRNA	True
G10112	G10112	SmLNCA118865-IBu	lncRNA	False
G10116	G10116	SmLINC118869-IBu	lncRNA	True
G10125	G10125	SmLNCA118888-IBu	lncRNA	True
G10128	G10128	SmLNCA118894-IBu	lncRNA	True
G10128	G10128	SmLNCA118895-IBu	lncRNA	True
G10128	G10128	SmLINC118896-IBu	lncRNA	True
G10128	G10128	SmLNCA118897-IBu	lncRNA	True
G10130	G10130	SmLNCA118902-IBu	lncRNA	True
G10133	G10133	SmLINC118907-IBu	lncRNA	True
G10133	G10133	SmLNCA118906-IBu	lncRNA	True
G1014	G1014	SmLNCA101745-IBu	lncRNA	True
G1014	G1014	SmLINC101744-IBu	lncRNA	True
G10141	G10141	SmLNCA118916-IBu	lncRNA	True
G10142	G10142	SmLNCA118917-IBu	lncRNA	True
G10144	G10144	SmLNCA118920-IBu	lncRNA	True
G10146	G10146	SmLINC118927-IBu	lncRNA	True
G10146	G10146	SmLINC118928-IBu	lncRNA	True
G10148	G10148	SmLINC118930-IBu	lncRNA	True
G10158	G10158	SmLNCA118945-IBu	lncRNA	False
G10162	G10162	SmLINC118950-IBu	lncRNA	True
G10162	G10162	SmLINC118949-IBu	lncRNA	True
G10163	G10163	SmLNCA118951-IBu	lncRNA	True
G10164	G10164	SmLNCA118952-IBu	lncRNA	False
G10171	G10171	SmLNCA118971-IBu	lncRNA	True
G10171	G10171	SmLNCA118970-IBu	lncRNA	True
G10171	G10171	SmLNCA118972-IBu	lncRNA	True
G10171	G10171	SmLNCA118969-IBu	lncRNA	True
G10172	G10172	SmLNCA118973-IBu	lncRNA	True
G10174	G10174	SmLNCA118979-IBu	lncRNA	True
G10174	G10174	SmLNCA118981-IBu	lncRNA	True
G10174	G10174	SmLNCA118976-IBu	lncRNA	True
G10177	G10177	SmLINC118988-IBu	lncRNA	True
G10177	G10177	SmLINC118990-IBu	lncRNA	True
G10177	G10177	SmLINC118989-IBu	lncRNA	True
G10179	G10179	SmLINC118992-IBu	lncRNA	False
G10183	G10183	SmLINC118997-IBu	lncRNA	True
G10183	G10183	SmLINC118996-IBu	lncRNA	True
G10185	G10185	SmLINC119000-IBu	lncRNA	False
G1019	G1019	SmLINC101754-IBu	lncRNA	True
G102	G102	SmLINC100157-IBu	lncRNA	True
G102	G102	SmLINC100154-IBu	lncRNA	True
G102	G102	SmLINC100155-IBu	lncRNA	True
G1020	G1020	SmLINC101755-IBu	lncRNA	True
G10203	G10203	SmLINC119021-IBu	lncRNA	False
G10205	G10205	SmLINC119023-IBu	lncRNA	False
G10222	G10222	SmLNCS119047-IBu	lncRNA	False
G10223	G10223	SmLNCA119048-IBu	lncRNA	True
G10224	G10224	SmLNCA119049-IBu	lncRNA	True
G10228	G10228	SmLINC119053-IBu	lncRNA	True
G1023	G1023	SmLINC101759-IBu	lncRNA	True
G10230	G10230	SmLNCA119055-IBu	lncRNA	False
G10237	G10237	SmLINC119064-IBu	lncRNA	True
G10238	G10238	SmLNCA119066-IBu	lncRNA	True
G10246	G10246	SmLINC119080-IBu	lncRNA	True
G10246	G10246	SmLINC119081-IBu	lncRNA	True
G10246	G10246	SmLNCA119082-IBu	lncRNA	True
G10247	G10247	SmLNCA119083-IBu	lncRNA	False
G10251	G10251	SmLNCA119092-IBu	lncRNA	True
G10253	G10253	SmLNCS119095-IBu	lncRNA	True
G10254	G10254	SmLINC119096-IBu	lncRNA	True
G10255	G10255	SmLINC119097-IBu	lncRNA	True
G10256	G10256	SmLINC119098-IBu	lncRNA	True
G10258	G10258	SmLINC119100-IBu	lncRNA	True
G10259	G10259	SmLNCS119101-IBu	lncRNA	True
G10260	G10260	SmLNCS119102-IBu	lncRNA	True
G10261	G10261	SmLNCA119103-IBu	lncRNA	True
G10263	G10263	SmLNCS119106-IBu	lncRNA	True
G10264	G10264	SmLINC119107-IBu	lncRNA	True
G10265	G10265	SmLNCA119108-IBu	lncRNA	True
G10267	G10267	SmLNCA119111-IBu	lncRNA	True
G10269	G10269	SmLINC119113-IBu	lncRNA	False
G10270	G10270	SmLINC119114-IBu	lncRNA	True
G10270	G10270	SmLINC119115-IBu	lncRNA	True
G10274	G10274	SmLINC119121-IBu	lncRNA	True
G10276	G10276	SmLINC119123-IBu	lncRNA	True
G10276	G10276	SmLINC119124-IBu	lncRNA	True
G10277	G10277	SmLINC119125-IBu	lncRNA	True
G10287	G10287	SmLNCS119137-IBu	lncRNA	False
G10289	G10289	SmLINC119139-IBu	lncRNA	True
G10290	G10290	SmLNCA119140-IBu	lncRNA	True
G10299	G10299	SmLNCS119152-IBu	lncRNA	False
G10305	G10305	SmLNCS119164-IBu	lncRNA	False
G10308	G10308	SmLNCA119167-IBu	lncRNA	False
G1031	G1031	SmLNCA101772-IBu	lncRNA	True
G10313	G10313	SmLNCA119172-IBu	lncRNA	False
G10314	G10314	SmLNCA119174-IBu	lncRNA	True
G10317	G10317	SmLNCS119177-IBu	lncRNA	True
G10321	G10321	SmLNCS119185-IBu	lncRNA	True
G10322	G10322	SmLNCA119187-IBu	lncRNA	True
G10330	G10330	SmLINC119206-IBu	lncRNA	True
G10332	G10332	SmLINC119210-IBu	lncRNA	True
G10339	G10339	SmLINC119217-IBu	lncRNA	True
G10341	G10341	SmLNCA119219-IBu	lncRNA	True
G10341	G10341	SmLNCA119222-IBu	lncRNA	True
G10341	G10341	SmLNCA119220-IBu	lncRNA	True
G10341	G10341	SmLNCA119221-IBu	lncRNA	True
G10345	G10345	SmLINC119227-IBu	lncRNA	True
G10346	G10346	SmLINC119228-IBu	lncRNA	True
G10349	G10349	SmLNCS119237-IBu	lncRNA	True
G10350	G10350	SmLNCA119238-IBu	lncRNA	True
G10362	G10362	SmLINC119251-IBu	lncRNA	True
G10367	G10367	SmLNCS119257-IBu	lncRNA	False
G10377	G10377	SmLINC119286-IBu	lncRNA	True
G10377	G10377	SmLINC119285-IBu	lncRNA	True
G10377	G10377	SmLINC119287-IBu	lncRNA	True
G10378	G10378	SmLINC119288-IBu	lncRNA	True
G10380	G10380	SmLINC119291-IBu	lncRNA	True
G10384	G10384	SmLINC119295-IBu	lncRNA	True
G10389	G10389	SmLINC119300-IBu	lncRNA	True
G10392	G10392	SmLNCS119313-IBu	lncRNA	False
G10393	G10393	SmLNCA119317-IBu	lncRNA	True
G10393	G10393	SmLNCA119316-IBu	lncRNA	True
G10393	G10393	SmLNCA119314-IBu	lncRNA	True
G10394	G10394	SmLNCA119319-IBu	lncRNA	False
G10401	G10401	SmLINC119326-IBu	lncRNA	True
G10406	G10406	SmLINC119331-IBu	lncRNA	True
G10415	G10415	SmLINC119372-IBu	lncRNA	True
G10416	G10416	SmLINC119373-IBu	lncRNA	False
G10417	G10417	SmLINC119375-IBu	lncRNA	True
G10417	G10417	SmLINC119378-IBu	lncRNA	True
G10417	G10417	SmLINC119377-IBu	lncRNA	True
G10417	G10417	SmLINC119376-IBu	lncRNA	True
G10417	G10417	SmLINC119374-IBu	lncRNA	True
G10419	G10419	SmLINC119394-IBu	lncRNA	False
G10419	G10419	SmLINC119393-IBu	lncRNA	False
G10419	G10419	SmLINC119392-IBu	lncRNA	False
G10420	G10420	SmLINC119400-IBu	lncRNA	True
G10420	G10420	SmLINC119401-IBu	lncRNA	True
G10420	G10420	SmLINC119399-IBu	lncRNA	True
G10420	G10420	SmLINC119398-IBu	lncRNA	True
G10420	G10420	SmLINC119397-IBu	lncRNA	True
G10420	G10420	SmLINC119395-IBu	lncRNA	True
G10420	G10420	SmLINC119396-IBu	lncRNA	True
G10421	G10421	SmLINC119402-IBu	lncRNA	True
G10421	G10421	SmLINC119405-IBu	lncRNA	True
G10421	G10421	SmLINC119403-IBu	lncRNA	True
G10421	G10421	SmLINC119404-IBu	lncRNA	True
G10422	G10422	SmLINC119406-IBu	lncRNA	True
G10422	G10422	SmLINC119407-IBu	lncRNA	True
G10426	G10426	SmLNCA119431-IBu	lncRNA	True
G10426	G10426	SmLNCA119430-IBu	lncRNA	True
G10427	G10427	SmLNCA119432-IBu	lncRNA	True
G10429	G10429	SmLNCA119434-IBu	lncRNA	True
G10431	G10431	SmLNCA119436-IBu	lncRNA	True
G10438	G10438	SmLINC119443-IBu	lncRNA	True
G10438	G10438	SmLNCA119444-IBu	lncRNA	True
G10440	G10440	SmLINC119446-IBu	lncRNA	True
G10441	G10441	SmLNCA119447-IBu	lncRNA	True
G10452	G10452	SmLINC119464-IBu	lncRNA	True
G10452	G10452	SmLINC119461-IBu	lncRNA	True
G10452	G10452	SmLINC119460-IBu	lncRNA	True
G10452	G10452	SmLINC119462-IBu	lncRNA	True
G10452	G10452	SmLINC119463-IBu	lncRNA	True
G10459	G10459	SmLNCA119471-IBu	lncRNA	False
G1046	G1046	SmLINC101788-IBu	lncRNA	False
G10464	G10464	SmLINC119478-IBu	lncRNA	True
G10464	G10464	SmLINC119477-IBu	lncRNA	True
G10464	G10464	SmLINC119483-IBu	lncRNA	True
G10464	G10464	SmLINC119481-IBu	lncRNA	True
G10464	G10464	SmLINC119482-IBu	lncRNA	True
G10464	G10464	SmLINC119476-IBu	lncRNA	True
G10464	G10464	SmLINC119479-IBu	lncRNA	True
G10464	G10464	SmLNCA119480-IBu	lncRNA	True
G10467	G10467	SmLNCA119486-IBu	lncRNA	True
G10468	G10468	SmLNCA119487-IBu	lncRNA	True
G10472	G10472	SmLINC119493-IBu	lncRNA	True
G10472	G10472	SmLINC119492-IBu	lncRNA	True
G10481	G10481	SmLINC119503-IBu	lncRNA	True
G10493	G10493	SmLNCS119536-IBu	lncRNA	True
G10494	G10494	SmLINC119537-IBu	lncRNA	False
G10496	G10496	SmLINC119539-IBu	lncRNA	False
G10497	G10497	SmLINC119541-IBu	lncRNA	True
G10497	G10497	SmLINC119540-IBu	lncRNA	True
G10497	G10497	SmLINC119542-IBu	lncRNA	True
G105	G105	SmLINC100161-IBu	lncRNA	True
G1050	G1050	SmLINC101803-IBu	lncRNA	True
G10500	G10500	SmLNCA119547-IBu	lncRNA	True
G10507	G10507	SmLINC119567-IBu	lncRNA	True
G10508	G10508	SmLINC119568-IBu	lncRNA	True
G10510	G10510	SmLNCA119570-IBu	lncRNA	True
G10510	G10510	SmLINC119571-IBu	lncRNA	True
G10528	G10528	SmLNCA119596-IBu	lncRNA	True
G1053	G1053	SmLNCA101809-IBu	lncRNA	True
G10540	G10540	SmLNCA119609-IBu	lncRNA	True
G10540	G10540	SmLNCA119612-IBu	lncRNA	True
G10540	G10540	SmLNCA119611-IBu	lncRNA	True
G10540	G10540	SmLNCA119608-IBu	lncRNA	True
G10549	G10549	SmLINC119637-IBu	lncRNA	True
G1055	G1055	SmLINC101811-IBu	lncRNA	True
G1055	G1055	SmLINC101813-IBu	lncRNA	True
G10550	G10550	SmLINC119638-IBu	lncRNA	True
G10552	G10552	SmLINC119640-IBu	lncRNA	True
G10552	G10552	SmLNCA119641-IBu	lncRNA	True
G10553	G10553	SmLINC119642-IBu	lncRNA	True
G10563	G10563	SmLNCA119652-IBu	lncRNA	True
G10565	G10565	SmLNCA119654-IBu	lncRNA	True
G10569	G10569	SmLINC119658-IBu	lncRNA	False
G10570	G10570	SmLNCA119659-IBu	lncRNA	True
G10571	G10571	SmLINC119661-IBu	lncRNA	True
G10571	G10571	SmLINC119660-IBu	lncRNA	True
G10575	G10575	SmLNCA119665-IBu	lncRNA	True
G10577	G10577	SmLNCA119673-IBu	lncRNA	True
G10579	G10579	SmLINC119676-IBu	lncRNA	False
G10596	G10596	SmLNCA119698-IBu	lncRNA	False
G10604	G10604	SmLINC119706-IBu	lncRNA	False
G10607	G10607	SmLINC119715-IBu	lncRNA	True
G10607	G10607	SmLINC119714-IBu	lncRNA	True
G10607	G10607	SmLINC119713-IBu	lncRNA	True
G10609	G10609	SmLINC119717-IBu	lncRNA	False
G1061	G1061	SmLNCA101822-IBu	lncRNA	True
G1061	G1061	SmLNCA101823-IBu	lncRNA	True
G10610	G10610	SmLNCA119718-IBu	lncRNA	True
G10628	G10628	SmLNCA119741-IBu	lncRNA	True
G1063	G1063	SmLNCA101828-IBu	lncRNA	True
G1063	G1063	SmLNCA101829-IBu	lncRNA	True
G1063	G1063	SmLNCA101831-IBu	lncRNA	True
G1063	G1063	SmLNCA101833-IBu	lncRNA	True
G1063	G1063	SmLNCA101826-IBu	lncRNA	True
G1063	G1063	SmLNCA101835-IBu	lncRNA	True
G10637	G10637	SmLNCA119759-IBu	lncRNA	True
G10638	G10638	SmLNCA119765-IBu	lncRNA	True
G10638	G10638	SmLNCA119763-IBu	lncRNA	True
G10638	G10638	SmLNCA119762-IBu	lncRNA	True
G10638	G10638	SmLNCA119761-IBu	lncRNA	True
G10638	G10638	SmLNCA119764-IBu	lncRNA	True
G10638	G10638	SmLNCA119760-IBu	lncRNA	True
G10638	G10638	SmLNCA119766-IBu	lncRNA	True
G10639	G10639	SmLNCA119769-IBu	lncRNA	False
G10639	G10639	SmLNCA119768-IBu	lncRNA	False
G10639	G10639	SmLNCA119767-IBu	lncRNA	False
G10640	G10640	SmLNCA119770-IBu	lncRNA	False
G10641	G10641	SmLNCA119771-IBu	lncRNA	False
G10645	G10645	SmLNCA119777-IBu	lncRNA	False
G10646	G10646	SmLNCA119778-IBu	lncRNA	True
G10648	G10648	SmLNCS119780-IBu	lncRNA	True
G10651	G10651	SmLNCA119788-IBu	lncRNA	True
G10652	G10652	SmLNCA119789-IBu	lncRNA	True
G10654	G10654	SmLNCA119794-IBu	lncRNA	True
G10654	G10654	SmLNCA119796-IBu	lncRNA	True
G10654	G10654	SmLNCA119793-IBu	lncRNA	True
G10654	G10654	SmLNCA119795-IBu	lncRNA	True
G10655	G10655	SmLINC119800-IBu	lncRNA	True
G10655	G10655	SmLINC119798-IBu	lncRNA	True
G10655	G10655	SmLINC119799-IBu	lncRNA	True
G10655	G10655	SmLINC119797-IBu	lncRNA	True
G10664	G10664	SmLNCS119812-IBu	lncRNA	True
G10671	G10671	SmLNCA119823-IBu	lncRNA	True
G10672	G10672	SmLINC119824-IBu	lncRNA	True
G10674	G10674	SmLINC119826-IBu	lncRNA	True
G10675	G10675	SmLINC119827-IBu	lncRNA	True
G10677	G10677	SmLNCS119829-IBu	lncRNA	False
G10679	G10679	SmLINC119833-IBu	lncRNA	True
G1068	G1068	SmLINC000094-IBu	lncRNA	False
G10682	G10682	SmLNCA119836-IBu	lncRNA	True
G10689	G10689	SmLINC119844-IBu	lncRNA	True
G10689	G10689	SmLINC119846-IBu	lncRNA	True
G10689	G10689	SmLINC119845-IBu	lncRNA	True
G10693	G10693	SmLNCA119852-IBu	lncRNA	True
G10693	G10693	SmLNCA119854-IBu	lncRNA	True
G10693	G10693	SmLNCA119853-IBu	lncRNA	True
G10700	G10700	SmLNCA119861-IBu	lncRNA	True
G10703	G10703	SmLNCA119864-IBu	lncRNA	True
G10706	G10706	SmLNCA119868-IBu	lncRNA	True
G10706	G10706	SmLNCA119869-IBu	lncRNA	True
G10706	G10706	SmLNCA119867-IBu	lncRNA	True
G10706	G10706	SmLNCA119870-IBu	lncRNA	True
G10715	G10715	SmLINC119883-IBu	lncRNA	False
G10718	G10718	SmLNCA119893-IBu	lncRNA	True
G10723	G10723	SmLNCA119911-IBu	lncRNA	True
G10725	G10725	SmLINC119915-IBu	lncRNA	True
G10730	G10730	SmLNCS119920-IBu	lncRNA	True
G10731	G10731	SmLINC119921-IBu	lncRNA	True
G10732	G10732	SmLINC119922-IBu	lncRNA	False
G10733	G10733	SmLNCA119923-IBu	lncRNA	False
G10742	G10742	SmLNCA119953-IBu	lncRNA	True
G10742	G10742	SmLNCA119954-IBu	lncRNA	True
G10743	G10743	SmLNCA119955-IBu	lncRNA	True
G10748	G10748	SmLNCA119963-IBu	lncRNA	True
G10748	G10748	SmLNCA119964-IBu	lncRNA	True
G10748	G10748	SmLNCA119962-IBu	lncRNA	True
G10751	G10751	SmLNCA119967-IBu	lncRNA	True
G10752	G10752	SmLNCA119968-IBu	lncRNA	False
G10756	G10756	SmLNCA119972-IBu	lncRNA	True
G10762	G10762	SmLNCA119978-IBu	lncRNA	True
G10774	G10774	SmLNCS119993-IBu	lncRNA	True
G10777	G10777	SmLNCA119996-IBu	lncRNA	True
G10778	G10778	SmLINC119998-IBu	lncRNA	True
G10778	G10778	SmLNCA120000-IBu	lncRNA	True
G10778	G10778	SmLINC119997-IBu	lncRNA	True
G10778	G10778	SmLINC120003-IBu	lncRNA	True
G10778	G10778	SmLNCA120001-IBu	lncRNA	True
G10778	G10778	SmLNCA119999-IBu	lncRNA	True
G10778	G10778	SmLNCA120002-IBu	lncRNA	True
G10786	G10786	SmLINC120022-IBu	lncRNA	True
G10786	G10786	SmLINC120021-IBu	lncRNA	True
G10786	G10786	SmLINC120032-IBu	lncRNA	True
G10786	G10786	SmLINC120030-IBu	lncRNA	True
G10786	G10786	SmLINC120018-IBu	lncRNA	True
G10786	G10786	SmLINC120017-IBu	lncRNA	True
G10786	G10786	SmLINC120027-IBu	lncRNA	True
G10786	G10786	SmLINC120023-IBu	lncRNA	True
G10786	G10786	SmLINC120019-IBu	lncRNA	True
G10786	G10786	SmLINC120016-IBu	lncRNA	True
G10786	G10786	SmLINC120020-IBu	lncRNA	True
G10786	G10786	SmLINC120025-IBu	lncRNA	True
G10788	G10788	SmLINC120034-IBu	lncRNA	False
G10789	G10789	SmLINC120036-IBu	lncRNA	True
G10789	G10789	SmLINC120035-IBu	lncRNA	True
G10790	G10790	SmLNCA120042-IBu	lncRNA	True
G10790	G10790	SmLINC120037-IBu	lncRNA	True
G10790	G10790	SmLNCA120040-IBu	lncRNA	True
G10790	G10790	SmLINC120043-IBu	lncRNA	True
G10790	G10790	SmLNCA120038-IBu	lncRNA	True
G10790	G10790	SmLNCA120041-IBu	lncRNA	True
G10790	G10790	SmLNCA120044-IBu	lncRNA	True
G10790	G10790	SmLNCA120039-IBu	lncRNA	True
G10791	G10791	SmLNCA120045-IBu	lncRNA	False
G10800	G10800	SmLNCA120064-IBu	lncRNA	True
G10804	G10804	SmLINC120076-IBu	lncRNA	True
G10804	G10804	SmLNCA120082-IBu	lncRNA	True
G10804	G10804	SmLINC120081-IBu	lncRNA	True
G10804	G10804	SmLNCA120083-IBu	lncRNA	True
G10804	G10804	SmLNCA120079-IBu	lncRNA	True
G10804	G10804	SmLINC120080-IBu	lncRNA	True
G10804	G10804	SmLINC120078-IBu	lncRNA	True
G10804	G10804	SmLINC120084-IBu	lncRNA	True
G10806	G10806	SmLINC120087-IBu	lncRNA	True
G10806	G10806	SmLINC120088-IBu	lncRNA	True
G10806	G10806	SmLINC120086-IBu	lncRNA	True
G10806	G10806	SmLINC120092-IBu	lncRNA	True
G10806	G10806	SmLINC120090-IBu	lncRNA	True
G10806	G10806	SmLINC120094-IBu	lncRNA	True
G10807	G10807	SmLNCS120096-IBu	lncRNA	False
G10812	G10812	SmLINC120104-IBu	lncRNA	False
G10814	G10814	SmLNCA120106-IBu	lncRNA	False
G10817	G10817	SmLNCA120109-IBu	lncRNA	True
G10817	G10817	SmLNCA120111-IBu	lncRNA	True
G10817	G10817	SmLNCA120110-IBu	lncRNA	True
G10819	G10819	SmLINC120113-IBu	lncRNA	False
G1082	G1082	SmLNCS101864-IBu	lncRNA	False
G10820	G10820	SmLNCA120115-IBu	lncRNA	True
G10827	G10827	SmLNCA120134-IBu	lncRNA	True
G10829	G10829	SmLINC120136-IBu	lncRNA	True
G10832	G10832	SmLINC120146-IBu	lncRNA	True
G10832	G10832	SmLNCA120144-IBu	lncRNA	True
G10832	G10832	SmLINC120143-IBu	lncRNA	True
G10832	G10832	SmLINC120149-IBu	lncRNA	True
G10832	G10832	SmLNCA120145-IBu	lncRNA	True
G10832	G10832	SmLNCA120147-IBu	lncRNA	True
G10834	G10834	SmLNCA120151-IBu	lncRNA	True
G1084	G1084	SmLNCA101866-IBu	lncRNA	False
G10841	G10841	SmLNCA120166-IBu	lncRNA	True
G10845	G10845	SmLINC120170-IBu	lncRNA	True
G10846	G10846	SmLNCA120177-IBu	lncRNA	True
G10846	G10846	SmLNCA120174-IBu	lncRNA	True
G10846	G10846	SmLNCA120171-IBu	lncRNA	True
G10846	G10846	SmLNCA120176-IBu	lncRNA	True
G10846	G10846	SmLNCA120172-IBu	lncRNA	True
G10846	G10846	SmLNCA120178-IBu	lncRNA	True
G10846	G10846	SmLNCA120175-IBu	lncRNA	True
G10847	G10847	SmLINC120179-IBu	lncRNA	True
G10848	G10848	SmLINC120180-IBu	lncRNA	False
G10849	G10849	SmLINC120181-IBu	lncRNA	True
G1085	G1085	SmLNCA101871-IBu	lncRNA	True
G1085	G1085	SmLNCA101870-IBu	lncRNA	True
G1085	G1085	SmLNCA101868-IBu	lncRNA	True
G1085	G1085	SmLNCA101869-IBu	lncRNA	True
G1085	G1085	SmLNCA101867-IBu	lncRNA	True
G10851	G10851	SmLNCA120185-IBu	lncRNA	True
G10851	G10851	SmLNCA120184-IBu	lncRNA	True
G10854	G10854	SmLINC120188-IBu	lncRNA	False
